"Date","Provider_Type","Category","Complaints"
"07/08/2025","Primary","Service - Ride Time","2"
"07/08/2025","Primary","Service - No Shows","12"
"07/08/2025","Primary","Service - Late Pickup","5"
"07/07/2025","Broker","Service - Late Pickup","5"
"07/07/2025","Other/Unidentified Provider","Service - Ride Time","1"
"07/07/2025","Other/Unidentified Provider","Service - Other","1"
"07/07/2025","Other/Unidentified Provider","Service - No Shows","1"
"07/07/2025","Non-Transportation","Travel Services (Same Day)","3"
"07/07/2025","Non-Transportation","Travel Planning (Res)","5"
"07/07/2025","Non-Transportation","Scheduling","11"
"07/07/2025","Non-Transportation","Policy","27"
"07/07/2025","Non-Transportation","IT/Technology","5"
"07/07/2025","Non-Transportation","Eligibility","7"
"07/07/2025","Non-Transportation","Customer","14"
"07/07/2025","Supplemental","Vehicles","3"
"07/07/2025","Supplemental","Service - Ride Time","5"
"07/07/2025","Supplemental","Service - No Shows","11"
"07/07/2025","Supplemental","Service - Late Pickup","1"
"07/07/2025","Supplemental","Driver","8"
"07/07/2025","Broker","Vehicles","2"
"07/07/2025","Broker","Service - Ride Time","13"
"07/07/2025","Broker","Service - Other","4"
"07/07/2025","Broker","Service - No Shows","37"
"07/07/2025","Broker","Driver","57"
"07/07/2025","Primary","Vehicles","2"
"07/07/2025","Primary","Service - Ride Time","5"
"07/07/2025","Primary","Service - No Shows","13"
"07/07/2025","Primary","Service - Late Pickup","4"
"07/07/2025","Primary","Driver","10"
"07/06/2025","Broker","Driver","1"
"07/06/2025","Primary","Vehicles","1"
"07/06/2025","Non-Transportation","Travel Services (Same Day)","1"
"07/06/2025","Non-Transportation","Travel Planning (Res)","1"
"07/06/2025","Supplemental","Service - Ride Time","1"
"07/06/2025","Broker","Service - Ride Time","3"
"07/06/2025","Other/Unidentified Provider","Service - Late Pickup","1"
"07/06/2025","Broker","Service - No Shows","1"
"07/06/2025","Broker","Service - Late Pickup","1"
"07/05/2025","Broker","Service - Ride Time","1"
"07/05/2025","Broker","Driver","2"
"07/05/2025","Primary","Driver","1"
"07/05/2025","Other/Unidentified Provider","Driver","1"
"07/05/2025","Non-Transportation","Travel Services (Same Day)","1"
"07/05/2025","Non-Transportation","Policy","4"
"07/05/2025","Non-Transportation","IT/Technology","1"
"07/05/2025","Broker","Service - Late Pickup","2"
"07/04/2025","Broker","Service - Other","1"
"07/04/2025","Broker","Driver","3"
"07/04/2025","Primary","Service - Late Pickup","1"
"07/04/2025","Primary","Driver","2"
"07/03/2025","Broker","Service - Other","5"
"07/03/2025","Other/Unidentified Provider","Vehicles","2"
"07/03/2025","Non-Transportation","Travel Services (Same Day)","7"
"07/03/2025","Non-Transportation","Travel Planning (Res)","4"
"07/03/2025","Non-Transportation","Scheduling","8"
"07/03/2025","Non-Transportation","Policy","12"
"07/03/2025","Non-Transportation","IT/Technology","9"
"07/03/2025","Non-Transportation","Eligibility","1"
"07/03/2025","Non-Transportation","Customer","19"
"07/03/2025","Supplemental","Vehicles","3"
"07/03/2025","Supplemental","Service - Ride Time","2"
"07/03/2025","Supplemental","Service - Other","1"
"07/03/2025","Supplemental","Service - No Shows","2"
"07/03/2025","Supplemental","Service - Late Pickup","2"
"07/03/2025","Supplemental","Driver","2"
"07/03/2025","Broker","Vehicles","3"
"07/03/2025","Broker","Service - Ride Time","20"
"07/03/2025","Broker","Service - No Shows","24"
"07/03/2025","Broker","Service - Late Pickup","14"
"07/03/2025","Broker","Driver","33"
"07/03/2025","Primary","Vehicles","2"
"07/03/2025","Primary","Service - Ride Time","6"
"07/03/2025","Primary","Service - Other","2"
"07/03/2025","Primary","Service - No Shows","20"
"07/03/2025","Primary","Service - Late Pickup","7"
"07/03/2025","Primary","Driver","15"
"07/02/2025","Primary","Driver","14"
"07/02/2025","Other/Unidentified Provider","Service - No Shows","2"
"07/02/2025","Other/Unidentified Provider","Driver","2"
"07/02/2025","Non-Transportation","Travel Services (Same Day)","3"
"07/02/2025","Non-Transportation","Travel Planning (Res)","4"
"07/02/2025","Non-Transportation","Scheduling","7"
"07/02/2025","Non-Transportation","Policy","26"
"07/02/2025","Non-Transportation","IT/Technology","5"
"07/02/2025","Non-Transportation","Eligibility","1"
"07/02/2025","Non-Transportation","Customer Relations","1"
"07/02/2025","Non-Transportation","Customer","15"
"07/02/2025","Supplemental","Vehicles","1"
"07/02/2025","Supplemental","Service - Other","1"
"07/02/2025","Supplemental","Service - No Shows","6"
"07/02/2025","Supplemental","Service - Late Pickup","1"
"07/02/2025","Supplemental","Driver","6"
"07/02/2025","Broker","Vehicles","1"
"07/02/2025","Broker","Service - Ride Time","15"
"07/02/2025","Broker","Service - Other","7"
"07/02/2025","Broker","Service - No Shows","29"
"07/02/2025","Broker","Service - Late Pickup","5"
"07/02/2025","Broker","Driver","40"
"07/02/2025","Primary","Service - Ride Time","5"
"07/02/2025","Primary","Service - No Shows","14"
"07/02/2025","Primary","Service - Late Pickup","3"
"07/01/2025","Non-Transportation","Customer Relations","1"
"07/01/2025","Other/Unidentified Provider","Service - Late Pickup","1"
"07/01/2025","Other/Unidentified Provider","Driver","5"
"07/01/2025","Non-Transportation","Travel Services (Same Day)","5"
"07/01/2025","Non-Transportation","Travel Planning (Res)","9"
"07/01/2025","Non-Transportation","Scheduling","5"
"07/01/2025","Non-Transportation","Policy","16"
"07/01/2025","Non-Transportation","IT/Technology","7"
"07/01/2025","Non-Transportation","Eligibility","3"
"07/01/2025","Non-Transportation","Customer","16"
"07/01/2025","Supplemental","Vehicles","5"
"07/01/2025","Supplemental","Service - Ride Time","2"
"07/01/2025","Supplemental","Service - Other","1"
"07/01/2025","Supplemental","Service - No Shows","7"
"07/01/2025","Supplemental","Service - Late Pickup","3"
"07/01/2025","Supplemental","Driver","4"
"07/01/2025","Broker","Vehicles","3"
"07/01/2025","Broker","Service - Ride Time","16"
"07/01/2025","Broker","Service - Other","4"
"07/01/2025","Broker","Service - No Shows","28"
"07/01/2025","Broker","Service - Late Pickup","11"
"07/01/2025","Broker","Driver","44"
"07/01/2025","Primary","Vehicles","2"
"07/01/2025","Primary","Service - Ride Time","10"
"07/01/2025","Primary","Service - Other","1"
"07/01/2025","Primary","Service - No Shows","13"
"07/01/2025","Primary","Service - Late Pickup","1"
"07/01/2025","Primary","Driver","12"
"06/30/2025","Primary","Service - Late Pickup","5"
"06/30/2025","Primary","Driver","11"
"06/30/2025","Other/Unidentified Provider","Service - No Shows","3"
"06/30/2025","Other/Unidentified Provider","Driver","4"
"06/30/2025","Non-Transportation","Travel Services (Same Day)","10"
"06/30/2025","Non-Transportation","Travel Planning (Res)","6"
"06/30/2025","Non-Transportation","Scheduling","7"
"06/30/2025","Non-Transportation","Policy","28"
"06/30/2025","Non-Transportation","IT/Technology","10"
"06/30/2025","Non-Transportation","Eligibility","4"
"06/30/2025","Non-Transportation","Customer Relations","1"
"06/30/2025","Non-Transportation","Customer","21"
"06/30/2025","Supplemental","Vehicles","3"
"06/30/2025","Supplemental","Service - Ride Time","1"
"06/30/2025","Supplemental","Service - Other","1"
"06/30/2025","Supplemental","Service - No Shows","7"
"06/30/2025","Supplemental","Driver","4"
"06/30/2025","Broker","Vehicles","3"
"06/30/2025","Broker","Service - Ride Time","13"
"06/30/2025","Other/Unidentified Provider","Vehicles","2"
"06/30/2025","Broker","Service - Other","1"
"06/30/2025","Broker","Service - No Shows","41"
"06/30/2025","Broker","Service - Late Pickup","11"
"06/30/2025","Broker","Driver","29"
"06/30/2025","Primary","Vehicles","2"
"06/30/2025","Primary","Service - Ride Time","8"
"06/30/2025","Primary","Service - No Shows","20"
"06/29/2025","Supplemental","Driver","2"
"06/29/2025","Broker","Driver","1"
"06/29/2025","Non-Transportation","Policy","2"
"06/29/2025","Supplemental","Service - No Shows","1"
"06/29/2025","Broker","Service - Ride Time","2"
"06/28/2025","Supplemental","Driver","1"
"06/28/2025","Primary","Driver","2"
"06/28/2025","Non-Transportation","IT/Technology","1"
"06/28/2025","Non-Transportation","Customer","1"
"06/28/2025","Supplemental","Vehicles","1"
"06/28/2025","Primary","Vehicles","1"
"06/27/2025","Non-Transportation","Eligibility","2"
"06/27/2025","Non-Transportation","Travel Services (Same Day)","9"
"06/27/2025","Non-Transportation","Travel Planning (Res)","1"
"06/27/2025","Non-Transportation","Scheduling","6"
"06/27/2025","Non-Transportation","Policy","25"
"06/27/2025","Non-Transportation","IT/Technology","6"
"06/27/2025","Non-Transportation","Customer Relations","1"
"06/27/2025","Non-Transportation","Customer","23"
"06/27/2025","Supplemental","Service - No Shows","9"
"06/27/2025","Supplemental","Service - Late Pickup","3"
"06/27/2025","Supplemental","Driver","5"
"06/27/2025","Broker","Vehicles","2"
"06/27/2025","Broker","Service - Ride Time","15"
"06/27/2025","Broker","Service - Other","5"
"06/27/2025","Broker","Service - No Shows","37"
"06/27/2025","Broker","Service - Late Pickup","10"
"06/27/2025","Broker","Driver","28"
"06/27/2025","Primary","Service - Ride Time","8"
"06/27/2025","Primary","Service - No Shows","11"
"06/27/2025","Primary","Service - Late Pickup","6"
"06/27/2025","Primary","Driver","6"
"06/26/2025","Primary","Driver","3"
"06/26/2025","Other/Unidentified Provider","Driver","3"
"06/26/2025","Non-Transportation","Travel Services (Same Day)","6"
"06/26/2025","Non-Transportation","Travel Planning (Res)","4"
"06/26/2025","Non-Transportation","Scheduling","4"
"06/26/2025","Non-Transportation","Policy","17"
"06/26/2025","Non-Transportation","IT/Technology","2"
"06/26/2025","Non-Transportation","Eligibility","5"
"06/26/2025","Non-Transportation","Customer Relations","3"
"06/26/2025","Non-Transportation","Customer","15"
"06/26/2025","Supplemental","Vehicles","9"
"06/26/2025","Supplemental","Service - Ride Time","1"
"06/26/2025","Supplemental","Service - Other","1"
"06/26/2025","Supplemental","Service - No Shows","11"
"06/26/2025","Supplemental","Service - Late Pickup","1"
"06/26/2025","Supplemental","Driver","4"
"06/26/2025","Broker","Vehicles","5"
"06/26/2025","Broker","Service - Ride Time","15"
"06/26/2025","Broker","Service - Other","7"
"06/26/2025","Broker","Service - No Shows","51"
"06/26/2025","Broker","Service - Late Pickup","14"
"06/26/2025","Broker","Driver","42"
"06/26/2025","Primary","Vehicles","5"
"06/26/2025","Primary","Service - Ride Time","7"
"06/26/2025","Primary","Service - Other","1"
"06/26/2025","Primary","Service - No Shows","16"
"06/26/2025","Primary","Service - Late Pickup","8"
"06/25/2025","Primary","Service - Ride Time","6"
"06/25/2025","Other/Unidentified Provider","Service - No Shows","1"
"06/25/2025","Other/Unidentified Provider","Driver","3"
"06/25/2025","Non-Transportation","Travel Services (Same Day)","4"
"06/25/2025","Non-Transportation","Travel Planning (Res)","5"
"06/25/2025","Non-Transportation","Scheduling","6"
"06/25/2025","Non-Transportation","Policy","14"
"06/25/2025","Non-Transportation","IT/Technology","4"
"06/25/2025","Non-Transportation","Eligibility","2"
"06/25/2025","Non-Transportation","Customer Relations","1"
"06/25/2025","Non-Transportation","Customer","12"
"06/25/2025","Supplemental","Vehicles","15"
"06/25/2025","Supplemental","Service - Ride Time","1"
"06/25/2025","Supplemental","Service - Other","1"
"06/25/2025","Supplemental","Service - No Shows","4"
"06/25/2025","Supplemental","Service - Late Pickup","1"
"06/25/2025","Supplemental","Driver","11"
"06/25/2025","Broker","Vehicles","6"
"06/25/2025","Broker","Service - Ride Time","10"
"06/25/2025","Broker","Service - Other","3"
"06/25/2025","Broker","Service - No Shows","42"
"06/25/2025","Broker","Service - Late Pickup","11"
"06/25/2025","Broker","Driver","48"
"06/25/2025","Primary","Vehicles","7"
"06/25/2025","Primary","Service - No Shows","23"
"06/25/2025","Primary","Service - Late Pickup","6"
"06/25/2025","Primary","Driver","12"
"06/24/2025","Primary","Service - Ride Time","7"
"06/24/2025","Other/Unidentified Provider","Service - Ride Time","1"
"06/24/2025","Other/Unidentified Provider","Service - No Shows","1"
"06/24/2025","Other/Unidentified Provider","Service - Late Pickup","1"
"06/24/2025","Other/Unidentified Provider","Driver","3"
"06/24/2025","Non-Transportation","Travel Services (Same Day)","16"
"06/24/2025","Non-Transportation","Travel Planning (Res)","5"
"06/24/2025","Non-Transportation","Scheduling","4"
"06/24/2025","Non-Transportation","Policy","26"
"06/24/2025","Non-Transportation","IT/Technology","12"
"06/24/2025","Non-Transportation","Eligibility","2"
"06/24/2025","Non-Transportation","Customer Relations","2"
"06/24/2025","Non-Transportation","Customer","16"
"06/24/2025","Primary","Service - Late Pickup","6"
"06/24/2025","Supplemental","Vehicles","5"
"06/24/2025","Supplemental","Service - Ride Time","3"
"06/24/2025","Supplemental","Service - No Shows","9"
"06/24/2025","Supplemental","Service - Late Pickup","3"
"06/24/2025","Supplemental","Driver","8"
"06/24/2025","Broker","Vehicles","8"
"06/24/2025","Primary","Driver","4"
"06/24/2025","Broker","Service - Ride Time","17"
"06/24/2025","Broker","Service - Other","1"
"06/24/2025","Broker","Service - No Shows","51"
"06/24/2025","Broker","Service - Late Pickup","15"
"06/24/2025","Primary","Service - No Shows","20"
"06/24/2025","Broker","Driver","50"
"06/24/2025","Primary","Vehicles","7"
"06/23/2025","Primary","Service - Late Pickup","4"
"06/23/2025","Other/Unidentified Provider","Vehicles","1"
"06/23/2025","Other/Unidentified Provider","Service - Ride Time","1"
"06/23/2025","Other/Unidentified Provider","Service - No Shows","1"
"06/23/2025","Other/Unidentified Provider","Service - Late Pickup","1"
"06/23/2025","Other/Unidentified Provider","Driver","1"
"06/23/2025","Non-Transportation","Travel Services (Same Day)","12"
"06/23/2025","Non-Transportation","Travel Planning (Res)","9"
"06/23/2025","Non-Transportation","Scheduling","3"
"06/23/2025","Non-Transportation","Policy","24"
"06/23/2025","Non-Transportation","IT/Technology","8"
"06/23/2025","Non-Transportation","Eligibility","3"
"06/23/2025","Non-Transportation","Customer Relations","1"
"06/23/2025","Non-Transportation","Customer","18"
"06/23/2025","Supplemental","Vehicles","8"
"06/23/2025","Supplemental","Service - Ride Time","4"
"06/23/2025","Supplemental","Service - No Shows","14"
"06/23/2025","Supplemental","Service - Late Pickup","2"
"06/23/2025","Supplemental","Driver","5"
"06/23/2025","Broker","Vehicles","7"
"06/23/2025","Broker","Service - Ride Time","18"
"06/23/2025","Broker","Service - Other","2"
"06/23/2025","Broker","Service - No Shows","41"
"06/23/2025","Broker","Service - Late Pickup","14"
"06/23/2025","Broker","Driver","50"
"06/23/2025","Primary","Vehicles","1"
"06/23/2025","Primary","Service - Ride Time","1"
"06/23/2025","Primary","Service - Other","1"
"06/23/2025","Primary","Service - No Shows","20"
"06/23/2025","Primary","Driver","9"
"06/22/2025","Broker","Service - No Shows","1"
"06/22/2025","Broker","Service - Late Pickup","1"
"06/22/2025","Broker","Driver","4"
"06/22/2025","Primary","Service - Ride Time","1"
"06/22/2025","Primary","Service - Late Pickup","1"
"06/22/2025","Non-Transportation","Policy","5"
"06/22/2025","Supplemental","Service - No Shows","3"
"06/22/2025","Broker","Service - Ride Time","1"
"06/21/2025","Broker","Driver","4"
"06/21/2025","Primary","Vehicles","1"
"06/21/2025","Primary","Service - Ride Time","1"
"06/21/2025","Primary","Service - No Shows","1"
"06/21/2025","Primary","Service - Other","1"
"06/21/2025","Non-Transportation","Travel Services (Same Day)","1"
"06/21/2025","Non-Transportation","Policy","1"
"06/21/2025","Supplemental","Service - No Shows","1"
"06/21/2025","Supplemental","Driver","1"
"06/21/2025","Broker","Service - Ride Time","4"
"06/21/2025","Broker","Service - No Shows","3"
"06/21/2025","Broker","Service - Late Pickup","1"
"06/20/2025","Supplemental","Driver","7"
"06/20/2025","Other/Unidentified Provider","Vehicles","1"
"06/20/2025","Other/Unidentified Provider","Service - No Shows","1"
"06/20/2025","Other/Unidentified Provider",,"1"
"06/20/2025","Non-Transportation","Travel Services (Same Day)","5"
"06/20/2025","Non-Transportation","Travel Planning (Res)","7"
"06/20/2025","Non-Transportation","Policy","17"
"06/20/2025","Non-Transportation","IT/Technology","6"
"06/20/2025","Non-Transportation","Eligibility","3"
